Date,US~EU,US~EM,US~Tech,US~EU HY,US~Me A Ee,EU~EM,EU~Tech,EU~EU HY,EU~Me A Ee,EM~Tech,EM~EU HY,EM~Me A Ee,Tech~EU HY,Tech~Me A Ee,EU HY~Me A Ee
2023-06-19,0.47850575811122464,0.4449049724102126,0.6753921094739749,0.240894815503423,0.21577471664041853,0.10296867879870276,0.678294852840128,0.30001968865802287,0.14375907095503565,0.30166496103218976,0.28148087352914397,0.3213251148335404,0.2514210696240888,0.12185639196073988,0.3877124544968773
2023-06-20,0.4823128842456064,0.45162681664931525,0.68284263894895,0.24436281556762185,0.22254738952057837,0.12115009198442099,0.6748824264429466,0.30714661168174084,0.14939878142126983,0.32916384026335893,0.2808084418836047,0.3264195884061737,0.2628749011966557,0.13553504627205248,0.3912584849453478
2023-06-21,0.4872411250282389,0.4546758362870835,0.6848165115569715,0.24907408028253672,0.223256822218885,0.12662878751523554,0.6734601415044407,0.3098070009099516,0.15084164319910318,0.3408380829851933,0.287590332148822,0.32669607506780907,0.2718336171252969,0.13750680589335468,0.3917570309207724
2023-06-22,0.48530343687390604,0.4517924381003245,0.6882305868644327,0.24605971399555274,0.2252251279235679,0.12473330245641268,0.6796259582106935,0.30906574142811205,0.15774957073994106,0.329836497363276,0.28647330278862093,0.33225046984626644,0.2601912163909841,0.1329920296330034,0.3977941690353636
2023-06-23,0.4786363214130587,0.45123768614234916,0.6812275819941038,0.24559405455626163,0.22475309605386265,0.12462364481719684,0.6827062379751135,0.3080770743743183,0.15740852076426712,0.32871287454587783,0.28656846123215474,0.33450742144727424,0.2597833255618276,0.13644768036181634,0.39878625620017427
2023-06-26,0.4759913488588157,0.4470164145426494,0.6781607604333689,0.2322431912661054,0.21550692823996348,0.12172043511768207,0.6853488040884117,0.3023942099729484,0.1506894613940442,0.3225786730596307,0.28363098152404537,0.32614524276645473,0.24133840468845894,0.11485227990882098,0.37514614518104705
2023-06-27,0.4626657839904236,0.4399827662888467,0.6735873974357988,0.24647205937626193,0.21104623600238873,0.11750307149647952,0.6829901370150722,0.2837129896593061,0.14919888311159388,0.32100256511163355,0.27285477245119905,0.32306160794133,0.2373527215540699,0.11330691142737778,0.36613433726084005
2023-06-28,0.4646033506583664,0.42778190015414574,0.6772654644187218,0.2387884740235501,0.20839277868575765,0.10768924890961819,0.6863403231445437,0.280508507961928,0.14682312620915816,0.31574356771318274,0.2584723533505419,0.32426941087532196,0.2363999005864155,0.1100959574939717,0.3654798557949325
2023-06-29,0.45019197825615775,0.41701497410790617,0.6748922731599183,0.23671089560726327,0.2080319665450834,0.07106283448473007,0.6934519750721787,0.28205048973723273,0.14895783227950832,0.3114981129140483,0.25772261064177227,0.32745533919842296,0.23548895210513138,0.10990118090641024,0.3654283871695457
2023-06-30,0.44759187779617166,0.43359994205965946,0.6760649346578571,0.23804576215930145,0.22717820693202567,0.09640398980746524,0.698502641823846,0.2856327480038495,0.18311194042024467,0.3210962460399466,0.26131868921071516,0.3148148376633492,0.23642919549173796,0.11929298958886912,0.37263991802420954
2023-07-03,0.44829909785480926,0.42454059958152734,0.6794426640500597,0.23089687839281292,0.22090634904792686,0.09264561182031365,0.6974696069521733,0.28350658831557424,0.1756729730400627,0.3218054505165577,0.26344565742587206,0.3389000514954883,0.23668072663190368,0.12476475987096147,0.3746397955889658
2023-07-04,0.44579586292866297,0.42687170511056594,0.6769593870487215,0.23114163628472206,0.23185294423605635,0.09410707985526344,0.6944060460619191,0.28378353257614086,0.18533782497920215,0.32419578163664386,0.26362969699361416,0.3387530055442201,0.23707112754743467,0.14103904026489605,0.377755909498344
2023-07-05,0.44194204094979317,0.41569770698785785,0.67553687506317,0.23177606024391853,0.2284585579435391,0.11187842600263792,0.6947116864369781,0.2646346262106618,0.19290857102153153,0.33043652651779176,0.22587797284646913,0.3494435470390922,0.2269553255697895,0.14504350704347754,0.3559962635795936
2023-07-06,0.44061604593088916,0.4315860683658668,0.6673165919580276,0.24755115046739964,0.24645870839042638,0.15118312798585765,0.7072459778311556,0.32113620552683136,0.2291241037051211,0.36094687646031676,0.25615148640022034,0.36386881599818377,0.26862542193147676,0.1790977159487325,0.38009415952172043
